anvisningsenhedsNummer;anvisningsenhedsNavn;dawaID;vejNavn;husNummer;supplerendeBynavn;postNummer;byNavn;kommuneKode;etage;doer;geoBredde;geoLaengde;vejKode;instType3;email;telefonNummer;cvrNummer;pNummer;senestOpdateret;daginstitutionsNummer
G23445;Børnehuset Skt. Jakob;67a3eeb7-5f19-4786-b19d-af8b4ea05a9e;Østerbrogade;57;;2100;København Ø;101;;;55.70297789;12.57687919;8580;6012;35675@buf.kk.dk;35422659;13090513;1000498024;20-04-2021 11:23:56;G23361
G23487;Vuggehaven i Nørregade;0a3f507a-d1c7-32b8-e044-0003ba298018;Nørregade;37A;;1165;København K;101;;;55.68124927;12.57101907;5204;6010;35257@buf.kk.dk;33123592;58250716;1003126224;15-09-2022 05:00:10;G23393
G16970;Børnehuset Skovtroldene;d7891663-3e3d-411e-b6fb-41013715e59d;Skovgyden;60;Ørritslev Skov;5450;Otterup;480;;;55.49747607;10.43148669;1086;6012;jte@nordfynskommune.dk;29379109;29188947;1003317189;18-08-2020 10:15:24;G23434
G16694;Børnehuset Møllebakken;2f6e72ef-35a4-4741-8f3d-623766a414e7;Ågade;8;Ulbjerg;8832;Skals;791;;;56.62295801;9.34400986;1938;6011;mb@viborg.dk;87872610;29189846;1003445485;18-08-2020 10:57:38;G23435
G16695;Daginstitutionen Tumlehøj;336f9b53-64cf-4819-9140-a8521d475e25;Kirkebakken;11;Klejtrup;9500;Hobro;791;;;56.59131455;9.63209853;767;6011;tba@viborg.dk;98 54 65 78;29189846;1014519463;18-08-2020 10:59:16;G23436
G16761;Søløven;4543a881-b0f4-44d6-94f7-2872e491b171;Sølystvej;33;Sparkær;8800;Viborg;791;;;56.4755482;9.23014425;1525;6011;BornehavenSoloven@viborg.dk;87 87 15 95;29189846;1006400395;18-08-2020 11:01:25;G23437
G23494;Specialbørnehaven Stampe;0a3f50ca-a458-32b8-e044-0003ba298018;Saturnvej;7;;9200;Aalborg SV;851;;;57.02113616;9.90966284;7086;6012;;;29189420;1010157702;31-08-2020 11:30:54;G23489
G23492;Børnehaven Marte Meo;0a3f509c-d445-32b8-e044-0003ba298018;Tranumparken;16;;9220;Aalborg Øst;851;;;57.03500406;10.00503015;8644;6012;;;29189420;1013479786;31-08-2020 11:29:07;G23490
G23493;Børnehaven Væksthuset;f5002c41-c4ea-47f9-9dec-0fe1797607fb;Svenstrupvej;33;;9200;Aalborg SV;851;;;57.0012587;9.82711344;8138;6012;;;29189420;1020095802;31-08-2020 11:30:07;G23491
G23499;Barnets Hus;0a3f509c-7da2-32b8-e044-0003ba298018;Lyøgade;10;;9000;Aalborg;851;;;57.0392979;9.93811903;5145;6012;;;29189420;1010477936;03-09-2020 07:18:25;G23498
G13859;Børnehaven Bistadet;c581709b-da9a-4fc1-b3ef-b63c666184e3;Nørrebyvej;12;St Darum;6740;Bramming;561;;;55.43063114;8.65443625;671;6011;;76168285;29189803;1003329551;18-09-2020 07:05:05;G23539
G23542;Enghaveskolens Børnehave;70d98383-079a-1b8b-e044-00144f3ead67;Roesskovsvej;125;Bolbro;5200;Odense V;461;;;55.38936383;10.33627834;6669;6022;;63753500;35209115;1003309643;16-06-2023 08:30:07;G23540
G22583;Syddjurs Dagpleje;0a3f5094-f3f7-32b8-e044-0003ba298018;Tingvej;17;;8543;Hornslet;706;;;56.31673894;10.31621659;2033;6013;;;29189978;1025826783;27-04-2022 06:30:24;G23552
G21615;Ugelbølle Børnehus;0a3f50c1-a400-32b8-e044-0003ba298018;Århusvej;27;Ugelbølle;8410;Rønde;706;;;56.30386077;10.40175017;2373;6012;lian@syddjurs.dk;87535488;29189978;1003692586;15-06-2021 12:30:24;G23553
G23562;Vuggestuen Magnolia;e7c2be9d-b80d-41a4-baa9-4008e6632e5b;Strubjerg;161;;9400;Nørresundby;851;;;57.07180009;9.92179255;7972;6010;;;29189420;1003386494;01-10-2020 11:02:51;G23561
G16941;Ellesletten;0a3f50a6-cdcd-32b8-e044-0003ba298018;Ellesletten;20;Trørød;2950;Vedbæk;230;;;55.8408881;12.53566777;141;6012;Ellesletten@rudersdal.dk;46114360;41737816;1026383745;05-12-2022 11:00:08;G23563
G16942;Sct. Georg Gårdens Vuggestue;0a3f50a6-fb8c-32b8-e044-0003ba298018;Vangeboled;1;Søllerød;2840;Holte;230;;;55.80933388;12.51110235;683;6010;Sctgeorg@rudersdal.dk;45805041;39204010;1003059267;01-12-2022 08:30:08;G23564
G23571;Byggelegepladsen Broparken;165c006b-062f-4869-bbc8-7a4c23bf19cd;Lisbjergvej;3;;2610;Rødovre;175;;;55.6986233;12.45865991;505;6021;;36413637;65307316;1003271209;12-10-2020 11:00:06;G23570
G23579;RØDOVRE BYGGELEGEPLADS;8f06fc97-21c3-499c-a1ae-c1f4bfc2d5f8;Nyholms Alle;49;;2610;Rødovre;175;;;55.6780958;12.44072777;610;6021;;36410590;73829216;1006789481;16-10-2020 11:45:06;G23572
G23581;BYGGELEGEPLADSEN RØNNEHOLM;7d25aa65-bdc8-4adf-b67e-1d2439166fc1;Rønneholmsvej;2;;2610;Rødovre;175;;;55.67620771;12.46488313;711;6021;;36410694;65307316;1003271799;16-10-2020 12:00:06;G23573
G23576;Børnehuset Vingesus;c51c914b-247c-4b58-a421-363bee5c8ba8;Perimetervejen;16;Jonstrup;3500;Værløse;190;;;55.76413114;12.32676854;816;6012;;;29188327;1026321375;14-10-2020 06:32:04;G23575
G23608;Daginstitutionen Isbjørnen;d86d35db-c6c2-4d60-8ca9-a816e0ed8b3d;Mylius Erichsens Vej;127;;9210;Aalborg SØ;851;;;57.01937472;9.94514919;5517;6012;;99825980;29189420;1026438698;25-08-2021 12:50:04;G23607
G23613;Tirsbækgård;026a44f8-9cd2-4a03-be52-e915b7f408df;Juulsbjergvej;30;;7120;Vejle Øst;630;;;55.73043183;9.62635995;1215;6012;mahan@vejle.dk;21399530;29189900;1026313429;18-11-2021 12:32:23;G23612
G23621;Maria Mikkelsens Børnehus;0a3f50bc-0b02-32b8-e044-0003ba298018;Hyrdestræde;3;;6000;Kolding;621;;;55.4920395;9.47273597;3798;6012;leder@mariamikkelsen.dk;21375985;12078579;1003339891;01-12-2021 16:14:38;G23615
G23622;Stepping Natur- og Idrætsbørnehus;d3f2aedd-f363-4888-8ccf-27053b5d51e2;Søndre Alle;28A;Stepping;6070;Christiansfeld;621;;;55.35298215;9.3556983;908;6012;Bornehuset@stepping-friskole.dk;74562002;33170734;1016377321;15-12-2021 12:51:35;G23616
G23623;Rødbæksgaard Børnehave;0a3f50bb-f04c-32b8-e044-0003ba298018;Dons Landevej;121;Bramdrup;6000;Kolding;621;;;55.53896732;9.44029257;1842;6014;leder@rbbhv.dk;30706402;25188012;1007400620;01-12-2021 19:13:12;G23617
G23624;Privatbørnehaven Sct. Michaels Børnehave;0a3f50bc-353b-32b8-e044-0003ba298018;Sct. Michaels Gade;4;;6000;Kolding;621;;;55.48592746;9.46642991;6932;6011;post@sctmichaels.dk;75522834;21198811;1001532316;02-12-2021 08:38:58;G23618
G23625;Østbyens Børnehus;fb84265c-0f53-4d70-b05e-ab446d170427;Østergade;87;;6580;Vamdrup;621;;;55.42254269;9.29564305;1107;6012;tina@ostbyens.dk;24608909;27127592;1009835519;01-12-2021 19:55:50;G23619
G23626;Privatinstitutionen Lykkegårdens Børnehus;a99ac3dd-eec6-4316-abc5-ae268123bb04;Junghansvej;14;;6000;Kolding;621;;;55.47868738;9.45642161;4120;6012;kontor@lykkegaardskolen.dk;53811219;12067534;1000325312;02-12-2021 11:44:49;G23620
G23633;Børnehaven Floravej;a414db0c-b5b5-47fd-b7be-dbd513971a3e;Floravej;1;;6000;Kolding;621;;;55.48394504;9.48993791;2509;6014;kontakt@bornehavenfloravej.dk;75529829;58852619;1015638741;01-12-2021 20:33:34;G23631
G23634;Privatinstitutionen Frilandsbørnehaven Enghøj;78c2fb89-9f57-4fa5-b546-bc16f3f85d0c;Hjarupgårdsvej;7A;Hjarup;6580;Vamdrup;621;;;55.4454497;9.36457259;380;6012;birgitte@enghoj.dk;75580472;28941285;1011686741;09-12-2021 07:50:56;G23632
G23638;Dagplejer Varnæs/Bovrup/Felsted;0a3f50b7-e810-32b8-e044-0003ba298018;Tinglev Midt;2;;6360;Tinglev;580;;;54.9353527;9.25106666;1860;6013;;;29189854;1013642016;31-05-2022 07:00:15;G23637
G18880;Børnehuset Bybjerget;c6b44736-ce2e-4f84-a097-2e7c9e1b32d7;Valhøjs Alle;101;;2610;Rødovre;175;;;55.67307036;12.45203496;915;6012;;36378870;65307316;1016475781;30-08-2022 06:00:06;G23656
G18929;Børnehuset Carlsro;2a95cc0c-4fdc-493a-acdf-a88fb26484e5;Borgmester Gustav Jensens Vej;11;;2610;Rødovre;175;;;55.68203542;12.44614504;75;6011;;36378990;65307316;1027617758;14-06-2022 10:00:11;G23657
G18743;Børnehuset Elvergården;;Elvergårdsvej;1B;;2610;;175;;;;;;6012;;36378921;65307316;1003271520;16-12-2020 11:15:08;G23658
G18928;Børnehuset Islemark;facc3fe5-35d2-461e-80c7-df5701908ee8;Brabrandvej;33;;2610;Rødovre;175;;;55.69686234;12.45942825;80;6012;;36378900;65307316;1003271738;16-12-2020 11:15:08;G23659
G18827;Børnehuset Kæret;3589ea77-a29b-4c03-9255-988d0e87895e;Ruskær;35A;;2610;Rødovre;175;;;55.6665617;12.45022949;695;6012;rk@rk.dk;36378779;65307316;1025078426;16-12-2020 11:15:08;G23660
G18882;Børnehuset Kompasset;c570285e-9246-415c-ba4c-d6773638d6a0;Horsevænget;9;;2610;Rødovre;175;;;55.69880353;12.45597867;350;6012;;36378830;65307316;1003271404;19-01-2021 10:00:06;G23661
G23568;Børnehuset Solsikken;22e42e69-fdc0-42f7-9ec9-61011f807f00;Agerkær;1A;;2610;Rødovre;175;;;55.66534429;12.45420147;6;6012;;36378631;65307316;1017570303;19-01-2021 10:00:06;G23662
G18811;Børneinstitutionen Egegården;757475d3-fb35-4b78-a31c-85f7b3be5f23;Voldumvej;26;;2610;Rødovre;175;;;55.68536629;12.46659718;965;6012;;36378650;65307316;1003271878;19-01-2021 10:00:06;G23663
G18789;Børneinstitutionen Broparken;165c006b-062f-4869-bbc8-7a4c23bf19cd;Lisbjergvej;3;;2610;Rødovre;175;;;55.6986233;12.45865991;505;6012;;36378131;65307316;1003271477;19-01-2021 10:00:06;G23664
G18931;Børneinstitutionen Græshoppen;77a11946-efb8-4d95-842d-21b32dde8eb4;Rødovre Parkvej;405;;2610;Rødovre;175;;;55.67886488;12.44218716;702;6012;;36378660;65307316;1015411429;16-12-2020 11:15:08;G23665
G23567;Børnehaven Nyager;5d332a98-6f46-4d98-8c9d-bd7500013891;Otto Møllers Vænge;13;;2610;Rødovre;175;;;55.68946853;12.44863143;633;6011;;36378940;65307316;1003845216;16-12-2020 11:30:07;G23666
G23580;Børneinstitutionen Mælkevejen;19ad4955-5714-4af1-8b0d-ba4982a53362;Nørrekær;1A;;2610;Rødovre;175;;;55.66989024;12.45568215;616;6012;;36378930;65307316;1003271520;16-12-2020 11:30:08;G23669
G18781;Børneinstitutionen Skanderup;80a814cb-5613-447f-99ce-099d8945b323;Rødovre Parkvej;337;;2610;Rødovre;175;;;55.67941465;12.44976706;702;6012;;36378680;65307316;1003271672;19-01-2021 09:45:06;G23670
G18881;Børneinstitutionen Rønneholm;7d25aa65-bdc8-4adf-b67e-1d2439166fc1;Rønneholmsvej;2;;2610;Rødovre;175;;;55.67620771;12.46488313;711;6012;;36378600;65307316;1003271775;26-01-2021 11:18:05;G23671
G23569;Børneinstitutionen Skibet;4ac46c68-6bf3-4acb-8fa7-5fe6319d1fab;Vårfluevej;15B;;2610;Rødovre;175;;;55.69957211;12.44194337;968;6012;;30768980;65307316;1017985996;31-05-2023 08:00:05;G23672
G23578;Børneinstitutionen Slottet;da507630-a251-4ae6-b1ca-cc8684390790;Slotsherrens Have;160;;2610;Rødovre;175;;;55.70213777;12.45784302;770;6012;;36378760;65307316;1003271805;19-01-2021 09:45:06;G23674
G18800;Børneinstitutionen Træet;0a3f50a6-8125-32b8-e044-0003ba298018;Brandholms Alle;31;;2610;Rødovre;175;;;55.67592637;12.44915979;85;6012;;36378845;65307316;1011726921;20-04-2021 11:18:37;G23675
G18794;Børneinstitutionen Søtorp;6ce90f5f-6c4b-43bf-99fe-31cd67afe596;Vedelavej;4;;2610;Rødovre;175;;;55.67324338;12.46831942;923;6012;;36378750;65307316;1003271866;19-01-2021 09:45:06;G23676
G18806;Børneinstitutionen Solen;a800f7ec-9bf7-4b9d-a4ac-64c09dfe7a34;Kirstine Pedersens Vej;29;;2610;Rødovre;175;;;55.68306364;12.45485725;13;6012;;36378730;65307316;1004615168;23-06-2021 10:45:09;G23677
G18879;Vuggestuen Carlsro;0a3f50a6-b90f-32b8-e044-0003ba298018;Tårnvej;245;;2610;Rødovre;175;1;;55.6822942;12.45164056;897;6010;;36378740;65307316;1006392408;19-01-2021 09:45:06;G23678
G18731;Vuggestuen Bybjerget;bd195645-f13d-42f0-8de7-42e01c898ac3;Valhøjs Alle;103;;2610;Rødovre;175;;;55.67276449;12.45195803;915;6010;;36378880;;;11-10-2022 07:30:07;G23679
G18816;Børnehuset Tjørneparken;2afe684a-5450-47c0-af94-4657a0ab2105;Rådmand Billes Vej;136;;2610;Rødovre;175;;;55.69869973;12.43783133;712;6012;;36378820;65307316;1006392421;19-01-2021 10:00:06;G23680
G23577;Børnehuset Espelunden;81edeb41-6d1f-4afc-8d2e-bf9a34f400f3;Risterivej;10;;2610;Rødovre;175;;;55.6766946;12.43986697;688;6012;;36378800;65307316;1023242636;16-12-2020 12:00:06;G23681
G23686;Børnehaven Hobitten;0a3f50ac-e4ff-32b8-e044-0003ba298018;Algade;30A;;4281;Gørlev;326;;;55.54090022;11.22635314;27;6011;Berit.Westi@Hobitten-frie.dk;58855330;11006019;1005352613;16-12-2020 13:45:18;G23684
G23693;Dagplejen ved Hobitten;b0372ee4-0b47-4f8d-b432-c418299ae99b;Algade;30;;4281;Gørlev;326;;;55.54010171;11.22574579;27;6013;berit.westi@hobitten-frie.dk;58855330;32573932;1015721053;21-03-2023 14:00:06;G23684
G23691;Børnehuset Mælkebøtten;0a3f5082-ea02-32b8-e044-0003ba298018;Præstemarken;3;Svallerup;4400;Kalundborg;326;;;55.5952239;11.18263614;1339;6012;;59597395;61787119;1003292058;21-03-2023 14:00:05;G23688
G23692;Kalundborg Asyl Børnehave;0a3f50ad-b277-32b8-e044-0003ba298018;Lundevej;1;;4400;Kalundborg;326;;;55.67953073;11.08251582;1038;6011;pelu@kalundborg.dk;59510757;24192032;1006393027;07-09-2022 07:45:11;G23689
G23707;Specialbørnehave Lolland;5d8fd3f5-6e6a-4803-a0b3-8dbf00e88a58;Blæsenborg Allé;10B;;4930;Maribo;360;;;54.7702132;11.52721079;145;6022;;54677415;29188572;1016402539;05-01-2022 11:36:45;G23699
G23728;Hovslund - dagplejere;1bc906ce-1cec-4ce8-bb8f-bfefea5d69db;Hovslundvej;12;Hovslund St;6230;Rødekro;580;;;55.12903006;9.33985719;673;6013;;;29189854;1013642016;26-04-2022 11:30:06;G23727
G23735;Fritidsklubben Elisenborg;0a3f50a3-8372-32b8-e044-0003ba298018;Engvej;2;;2791;Dragør;155;;;55.59201553;12.66786752;1889;6021;;32891872;12881517;1003261915;10-02-2021 08:30:05;G23734
G23738;Fritidsklubben Krudthuset;0a3f50a3-8971-32b8-e044-0003ba298018;Krudttårnsvej;31;;2791;Dragør;155;;;55.58429481;12.6545562;4130;6021;;32891880;12881517;1003262121;10-02-2021 10:00:06;G23736
G23748;Fritidsklubben Sølyst;0a3f50a3-9600-32b8-e044-0003ba298018;Søvej;1A;;2791;Dragør;155;;;55.57538875;12.61826449;8875;6021;;32891773;12881517;1003262212;18-03-2021 13:30:07;G23737
G23759;Ungdomsklub Aura;e78c4966-6f9b-425e-961b-90ff353c782b;Krebsens Kvarter;58;;6710;Esbjerg V;561;;;55.52173765;8.42133735;4602;6021;;;29189803;1003330420;19-02-2021 08:15:34;G23751
G25037;Auraskolen Sønderrisskolen Ungdomsklub;0a3f50b9-06c5-32b8-e044-0003ba298018;Krebsens Kvarter;70;;6710;Esbjerg V;561;;;55.52231589;8.4226901;4602;6021;;;29189803;1003429109;14-10-2022 08:11:38;G23751
G25038;Bohrskolen Fourfeldt ungdomsklub;0a3f50b9-4d0b-32b8-e044-0003ba298018;Søndre Fovrfeldvej;29;;6710;Esbjerg V;561;;;55.49803181;8.4187269;8216;6021;;;29189803;1003330845;14-10-2022 08:11:52;G23755
G25040;Darum Børneby ungdomsklub;0a3f50b8-ab5c-32b8-e044-0003ba298018;Nørrebyvej;12B;St Darum;6740;Bramming;561;;;55.42992645;8.65393815;671;6021;;;29189803;1016073543;14-10-2022 08:22:44;G23756
G25041;Fortunaskolen ungdomsklub;18600421-482d-40ec-8cca-f23322620b56;Nørregade;74;;6690;Gørding;561;;;55.47404693;8.79777352;672;6021;;;29189803;1015253599;14-10-2022 08:28:02;G23757
G25045;Vadehavsskolen Ansgar ungdomsklub;cdcf3ad1-a1c4-47c4-85ae-2f585fdab849;Simon Hansens Vej;1;;6760;Ribe;561;;;55.33157292;8.77419661;825;6021;;;29189803;1017539147;14-10-2022 08:35:29;G23758
G24085;Basisflerbørnsdagplejen Søhesten;0a3f507a-48b5-32b8-e044-0003ba298018;Blågårdsgade;16A;;2200;København N;101;;;55.68675989;12.55841348;628;6013;;;64942212;1024670666;29-04-2021 15:00:04;G23797
G24086;Flerbørnsdagplejen Boulevard;1b231335-6f29-461c-e044-0003ba298018;Ørestads Boulevard;61F;;2300;København S;101;;;55.63338864;12.58212756;8541;6013;;;64942212;1024668831;29-04-2021 15:30:04;G23797
G24087;Flerbørnsdagplejen Lerfos;0a3f507a-b5d1-32b8-e044-0003ba298018;Lerfosgade;14;;2300;København S;101;;;55.66122999;12.59997792;4228;6013;;;64942212;1024670070;29-04-2021 15:30:04;G23797
G24088;Flerbørnsdagplejen Ørestad;1b231335-6f2f-461c-e044-0003ba298018;Ørestads Boulevard;63G;;2300;København S;101;st;;55.63271668;12.58265636;8541;6013;;;64942212;1024670836;29-04-2021 15:30:04;G23797
G24089;Flerbørnsdagplejen Mariehønen;0a3f507a-f285-32b8-e044-0003ba298018;Sjælør Boulevard;175;;2500;Valby;101;;;55.66041429;12.5246798;6412;6013;;;64942212;1024670194;29-04-2021 16:00:04;G23797
G24090;Flerbørnsdagplejen Rådmandsgade;0a3f507a-ec5a-32b8-e044-0003ba298018;Rådmandsgade;45;;2200;København N;101;;;55.70044292;12.55168582;6160;6013;;;64942212;1025905594;29-04-2021 16:30:05;G23797
G24091;Flerbørnsdagplejen Musebo;0a3f507b-2cd3-32b8-e044-0003ba298018;Wittenberggade;22;;2300;København S;101;;;55.66207687;12.61164254;8404;6013;;;64942212;1024670240;29-04-2021 16:30:05;G23797
G24092;Flerbørnsdagplejen Larven;0a3f507a-b524-32b8-e044-0003ba298018;Lauravej;14;;2500;Valby;101;;;55.66791201;12.51080737;4184;6013;;;64942212;1024669935;29-04-2021 17:00:06;G23797
G24093;Flerbørnsdagplejen Solstrålen;0a3f507a-6a6c-32b8-e044-0003ba298018;Estlandsgade;4;;1724;København V;101;;;55.66805683;12.55247182;1688;6013;;;64942212;1024689960;29-04-2021 17:30:06;G23797
G24103;Legestuegruppe 13 - Vanløse;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;17-05-2021 08:30:07;G23797
G24104;Legestuegruppe 12 - NV;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;17-05-2021 09:00:06;G23797
G24105;Legestuegruppe 14 - Brønshøj/Husum;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;17-05-2021 09:30:07;G23797
G24118;Basisdagpleje 1;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;16-06-2021 12:00:03;G23797
G24119;Basisdagpleje 6;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;16-06-2021 12:00:04;G23797
G24120;Basisdagpleje 7;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;16-06-2021 12:30:04;G23797
G24122;Basisdagpleje 4;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;16-06-2021 13:30:04;G23797
G24123;Basisdagpleje 2;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;16-06-2021 14:00:05;G23797
G24124;Basisdagpleje 3;81e49d78-cf72-4510-885b-a1c0b1ba2382;Nørager Plads;23;;2720;Vanløse;101;;;55.69626555;12.474787;5180;6013;;;64942212;1026587626;16-06-2021 14:30:05;G23797
G24125;Basisdagpleje 8;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;16-06-2021 15:00:05;G23797
G24042;Legestuegruppe 10 - Vesterbro/Valby/Kgs.Enghave;0a3f507a-f126-32b8-e044-0003ba298018;Sigerstedgade;1;;1729;København V;101;;;55.6649337;12.54904248;6364;6013;;;64942212;1020429123;27-09-2021 13:30:07;G23797
G24044;Flerbørnsdagplejen Uglen;b5a40355-796c-4c1a-be14-4034cca42482;Blommestien;8;;2500;Valby;101;;;55.64865964;12.5046848;612;6013;;;64942212;1024668920;02-02-2022 14:00:13;G23797
G24063;Legestuegruppe 5 -  Østerbro;0a3f507a-e7e0-32b8-e044-0003ba298018;Ryesgade;68B;;2100;København Ø;101;;;55.69440683;12.57181949;6040;6013;;;64942212;1024950456;17-06-2021 08:00:06;G23797
G24064;Legestuegruppe 11 - Østerbro;0a3f507a-e7e0-32b8-e044-0003ba298018;Ryesgade;68B;;2100;København Ø;101;;;55.69440683;12.57181949;6040;6013;;;64942212;1024950456;29-04-2021 09:30:06;G23797
G24066;Legestuegruppe 16 - Valby;b5a40355-796c-4c1a-be14-4034cca42482;Blommestien;8;;2500;Valby;101;;;55.64865964;12.5046848;612;6013;;;64942212;1020426876;29-04-2021 11:30:09;G23797
G24067;Legestuegruppe 9 - Nørrebro;0a3f507a-e7e0-32b8-e044-0003ba298018;Ryesgade;68B;;2100;København Ø;101;;;55.69440683;12.57181949;6040;6013;;;64942212;1024950456;29-04-2021 12:00:10;G23797
G24068;Legestuegruppe 3 - Amager;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;29-04-2021 12:30:03;G23797
G24069;Basisflerbørnsdagplejen Delfinen;b5a40355-796c-4c1a-be14-4034cca42482;Blommestien;8;;2500;Valby;101;;;55.64865964;12.5046848;612;6013;;;64942212;1024668920;29-04-2021 13:00:03;G23797
G24070;Flerbørnsdagplejen Det Lille Galleri;0a3f507a-6f40-32b8-e044-0003ba298018;Fredericiagade;41;;1310;København K;101;;;55.68636406;12.58803272;1916;6013;;;64942212;1024669315;29-04-2021 13:00:04;G23797
G24071;Flerbørnsdagplejen Sundholmsvej;9ca251ab-a702-4ab5-b1b0-ba5b636d422e;Sundholmsvej;89;;2300;København S;101;;;55.65814932;12.60330901;7120;6013;;;64942212;1024670631;29-04-2021 13:00:04;G23797
G24072;Flerbørnsdagplejen Påfuglen;0a3f507a-7273-32b8-e044-0003ba298018;Frederikssundsvej;226;;2700;Brønshøj;101;;;55.70770836;12.48583334;1964;6013;;;64942212;1024670291;29-04-2021 13:00:05;G23797
G24073;Flerbørnsdagplejen Baghuset;0a3f507a-3935-32b8-e044-0003ba298018;Amagerbrogade;92;;2300;København S;101;;;55.66001691;12.605139;108;6013;;;64942212;1024668785;29-04-2021 13:30:03;G23797
G24074;Legestuegruppe 17 - Amager;0a3f507a-3939-32b8-e044-0003ba298018;Amagerbrogade;96A;;2300;København S;101;;;55.65973343;12.60519276;108;6013;;;64942212;1020426833;29-04-2021 13:30:04;G23797
G24075;Flerbørnsdagplejen Sneglehuset;0a3f50a1-a9c9-32b8-e044-0003ba298018;Vigerslev Allé;182;;2500;Valby;101;;;55.65932624;12.49043674;8308;6013;;;64942212;1024670488;29-04-2021 13:30:04;G23797
G24076;Flerbørnsdagplejen Struenseegade;0a3f507b-0372-32b8-e044-0003ba298018;Struenseegade;9A;;2200;København N;101;;;55.68688901;12.55036594;7032;6013;;;64942212;1020429204;29-04-2021 13:30:05;G23797
G24077;Flerbørnsdagplejen Willebo;0a3f50a1-b882-32b8-e044-0003ba298018;Willemoesgade;58E;;2100;København Ø;101;;;55.69849862;12.58645583;8356;6013;;;64942212;1024670720;29-04-2021 14:00:04;G23797
G24078;Flerbørnsdagplejen Villa Mini;0a3f507a-a2e1-32b8-e044-0003ba298018;Kapelvej;45;;2200;København N;101;;;55.68657263;12.55185202;3564;6013;;;64942212;1021213396;29-04-2021 14:00:04;G23797
G24079;Flerbørnsdagplejen Himmelblå;0a3f507a-7baa-32b8-e044-0003ba298018;Gothersgade;150;;1123;København K;101;;;55.68617307;12.56793342;2272;6013;;;64942212;1024669528;29-04-2021 14:00:05;G23797
G24080;Flerbørnsdagplejen Kretahus;0a3f507a-ae81-32b8-e044-0003ba298018;Kretavej;15;;2300;København S;101;;;55.65289098;12.61882796;3944;6013;;;64942212;1024669390;29-04-2021 14:30:05;G23797
G24081;Flerbørnsdagplejen Strandhaven;0a3f509f-7451-32b8-e044-0003ba298018;Livornovej;12;;2300;København S;101;;;55.6537651;12.62624204;4368;6013;;;64942212;1024670607;29-04-2021 14:30:05;G23797
G24083;Flerbørnsdagplejen Bysvalen;0a3f507a-3be6-32b8-e044-0003ba298018;Amerikavej;6;;1756;København V;101;;;55.66993416;12.54129669;140;6013;;;64942212;1024669005;29-04-2021 14:30:06;G23797
G23798;Legestuegruppe 2 - Amager;0a3f507a-e390-32b8-e044-0003ba298018;Rodosvej;42;;2300;København S;101;;;55.65102698;12.61695601;5896;6013;;;64942212;1020427678;27-09-2021 13:30:07;G23797
G23799;Legestuegruppe 1- Amager;0a3f507a-e390-32b8-e044-0003ba298018;Rodosvej;42;;2300;København S;101;;;55.65102698;12.61695601;5896;6013;;;64942212;1020427678;27-09-2021 13:30:07;G23797
G23800;Flerbørnsdagplejen Bamsebo;0a3f507a-9a37-32b8-e044-0003ba298018;Irlandsvej;5A;;2300;København S;101;;;55.6524227;12.6031202;3288;6013;;;64942212;1024668807;09-03-2021 09:00:09;G23797
G23801;Flerbørnsdagplejen Solsorten;0a3f50a1-64bb-32b8-e044-0003ba298018;Valbygårdsvej;62C;;2500;Valby;101;;;55.65846358;12.5233838;7900;6013;;;64942212;1024670534;09-03-2021 09:30:08;G23797
G23809;Specialbh. Ramløse Børnehus;2fbdc47b-3848-4d08-b243-2ccbdd7b717d;Gammel Præstevej;2;;3200;Helsinge;270;;;56.01436014;12.11723419;485;6012;;72499091;29188440;1003278902;12-03-2021 11:30:14;G23808
G24059;Aldersint. Børneuniverset Aars;16935bf0-4601-443b-b8fb-b61914ff4ab7;Østre Boulevard;39;;9600;Aars;820;;;56.80656942;9.52916411;1550;6012;;99668996;29189471;1026907426;22-04-2021 09:15:31;G24047
